Name,Symbol,Mean Return (%),StdDev (%),Skewness,Kurtosis,Min Return (%),Max Return (%),Start Date,End Date
Fei USD,FEI,0.020924456385868928,1.3173886624053501,2.0008460974528925,34.84259702820945,-9.4125685463116,14.130063343653203,2021-04-04,2022-08-23
NEM,XEM,-0.08963569750405673,6.8569039845560535,1.5924879383110553,29.684674028271793,-42.27133047640529,99.55766113057088,2017-11-10,2022-08-23
Celsius,CEL,0.14551463998760267,8.59932206002796,-1.64511500349104,50.794388773021,-131.17470671720704,92.28558998645899,2018-10-02,2022-08-23
1inch,1INCH,-0.19692552220123616,7.866770142387251,-0.45621264928046623,5.377250074646799,-48.57982336020243,36.17496100836195,2020-12-26,2022-08-23
Celo,CELO,0.009100135001468052,8.448589071956679,3.800848563981456,41.53501209977465,-31.954345189597678,109.7898660231704,2020-05-23,2022-08-23
Decred,DCR,-0.008427682651921738,6.101698281345393,0.4452892325130406,15.388559291163322,-51.08340395837958,70.96364256357978,2017-11-10,2022-08-23
Arweave,AR,0.3800315428836204,8.65136874430104,0.7043508083324367,2.9881192943466193,-31.506078525672553,47.67916859740258,2020-05-28,2022-08-23
Holo,HOT,-0.2542795373446866,9.477894073578481,0.5101333201321984,8.607809272807536,-74.10212099627876,61.6774196719649,2018-01-21,2022-08-23
Gala,GALA,0.5274050211697874,13.240885014738568,2.464722801945103,23.450046171917034,-79.2676787781227,133.00961963871583,2020-09-19,2022-08-23
Compound,COMP,,,,,-inf,inf,2018-08-17,2021-08-16
Qtum,QTUM,-0.070569236523135,7.135947396877203,0.06236774380238281,10.727326477582093,-58.075863185401346,55.97908369600817,2017-11-10,2022-08-23
Convex Finance,CVX,-0.11481916710735884,10.7726651671353,0.44421601580900566,2.502224875723692,-40.987317703748836,46.113726820828816,2021-05-19,2022-08-23
